name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
F7	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
AFF5h	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
F3	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
AFp1	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
AFp2	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
AFF6h	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
F4	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
F8	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
AFF1h	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
AFF2h	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
Cz	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
Pz	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
FCC5h	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
FCC3h	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
CCP5h	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
CCP3h	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
T7	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
P7	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
P3	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
PPO1h	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
POO1	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
POO2	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
PPO2h	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
P4	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
FCC4h	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
FCC6h	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
CCP4h	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
CCP6h	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
P8	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
T8	EEG	V	0.0	100.0	ElectroEncephaloGram	200.0	good	n/a
VEOG	EOG	V	0.0	100.0	ElectroOculoGram	200.0	good	n/a
HEOG	EOG	V	0.0	100.0	ElectroOculoGram	200.0	good	n/a
