participant_id	age	sex	hand	weight	height	group	species	bci_experience
sub-1	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-10	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-11	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-12	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-13	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-14	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-15	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-16	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-17	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-18	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-19	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-2	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-20	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-21	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-22	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-23	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-24	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-25	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-26	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-27	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-28	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-29	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-3	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-4	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-5	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-6	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-7	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-8	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
sub-9	28.5	n/a	n/a	n/a	n/a	healthy	human	naive to MI experiment
